sb35;sb64;null;[sb88,0.0,374.0,37.0,24.0]
sb99;null;sb36;[sb90,75.0,450.0,39.0,33.0]
sb23;null;sb90;[sb99,79.0,511.0,49.0,66.0]
sb66;null;sb99;[sb23,431.0,59.0,20.0,49.0]
sb44;null;sb23;[sb66,143.0,293.0,67.0,61.0]
sb17;null;sb66;[sb44,123.0,167.0,65.0,47.0]
sb38;null;sb44;[sb17,158.0,67.0,44.0,66.0]
null;null;sb17;[sb38,375.0,112.0,23.0,57.0]
sb19;sb26;sb36;[sb11,412.0,0.0,39.0,59.0]
sb14;null;sb11;[sb19,250.0,49.0,31.0,50.0]
sb65;null;sb19;[sb14,0.0,37.0,63.0,43.0]
sb51;null;sb14;[sb65,86.0,275.0,57.0,56.0]
sb98;null;sb65;[sb51,0.0,207.0,38.0,57.0]
sb56;null;sb51;[sb98,57.0,483.0,22.0,62.0]
sb84;null;sb98;[sb56,187.0,230.0,17.0,63.0]
null;null;sb56;[sb84,185.0,421.0,67.0,22.0]
sb92;sb80;sb11;[sb26,0.0,80.0,55.0,40.0]
sb79;null;sb26;[sb92,170.0,443.0,26.0,16.0]
sb46;null;sb92;[sb79,0.0,333.0,60.0,41.0]
sb93;null;sb79;[sb46,211.0,186.0,39.0,22.0]
sb94;null;sb46;[sb93,196.0,443.0,65.0,35.0]
sb25;null;sb93;[sb94,261.0,400.0,41.0,59.0]
sb1;null;sb94;[sb25,496.0,57.0,54.0,39.0]
sb59;null;sb25;[sb1,43.0,0.0,65.0,37.0]
null;null;sb1;[sb59,268.0,206.0,50.0,37.0]
sb49;null;sb26;[sb80,60.0,392.0,16.0,58.0]
sb16;null;sb80;[sb49,372.0,172.0,47.0,65.0]
sb55;null;sb49;[sb16,122.0,34.0,36.0,57.0]
sb57;null;sb16;[sb55,153.0,214.0,34.0,56.0]
sb86;null;sb55;[sb57,204.0,230.0,18.0,47.0]
sb43;null;sb57;[sb86,272.0,363.0,56.0,37.0]
sb74;null;sb86;[sb43,62.0,154.0,61.0,46.0]
sb13;null;sb43;[sb74,186.0,354.0,38.0,42.0]
sb37;null;sb74;[sb13,512.0,0.0,48.0,57.0]
sb68;null;sb13;[sb37,355.0,112.0,20.0,60.0]
sb39;null;sb37;[sb68,254.0,243.0,52.0,63.0]
null;null;sb68;[sb39,398.0,108.0,52.0,55.0]
