sb4;sb65;null;[sb41,160.0,117.0,27.0,55.0]
sb86;null;sb48;[sb40,134.0,53.0,26.0,29.0]
sb15;null;sb40;[sb86,196.0,255.0,56.0,37.0]
null;null;sb86;[sb15,623.0,0.0,59.0,52.0]
sb78;sb88;sb33;[sb12,451.0,0.0,61.0,28.0]
sb54;null;sb12;[sb78,523.0,226.0,36.0,32.0]
sb57;null;sb78;[sb54,135.0,82.0,18.0,61.0]
sb71;null;sb54;[sb57,204.0,170.0,18.0,47.0]
sb6;null;sb57;[sb71,192.0,233.0,22.0,64.0]
sb39;null;sb71;[sb6,266.0,0.0,40.0,18.0]
sb24;null;sb6;[sb39,82.0,88.0,52.0,55.0]
null;null;sb39;[sb24,293.0,62.0,45.0,28.0]
sb35;sb82;sb12;[sb88,291.0,265.0,37.0,24.0]
sb67;null;sb88;[sb35,677.0,57.0,31.0,38.0]
sb98;null;sb35;[sb67,0.0,227.0,40.0,44.0]
sb14;null;sb67;[sb98,108.0,297.0,22.0,62.0]
sb66;null;sb98;[sb14,560.0,0.0,63.0,43.0]
sb77;null;sb14;[sb66,594.0,170.0,67.0,61.0]
sb91;null;sb66;[sb77,457.0,204.0,66.0,57.0]
sb99;null;sb77;[sb91,405.0,261.0,56.0,33.0]
null;null;sb91;[sb99,130.0,300.0,49.0,66.0]
sb94;null;sb88;[sb82,40.0,278.0,47.0,57.0]
sb0;null;sb82;[sb94,552.0,272.0,41.0,59.0]
sb13;null;sb94;[sb0,0.0,0.0,43.0,33.0]
sb61;null;sb0;[sb13,512.0,0.0,48.0,57.0]
sb74;null;sb13;[sb61,358.0,148.0,33.0,23.0]
sb63;null;sb61;[sb74,378.0,176.0,38.0,42.0]
sb51;null;sb74;[sb63,451.0,157.0,36.0,45.0]
sb79;null;sb63;[sb51,0.0,170.0,38.0,57.0]
sb9;null;sb51;[sb79,559.0,231.0,60.0,41.0]
sb34;null;sb79;[sb9,378.0,0.0,16.0,41.0]
sb44;null;sb9;[sb34,650.0,52.0,27.0,54.0]
null;null;sb34;[sb44,310.0,101.0,47.0,65.0]
