sb6;sb51;null;[sb76,1210.0,62.0,22.0,33.0]
sb39;null;sb88;[sb13,512.0,0.0,48.0,57.0]
sb94;null;sb13;[sb39,1508.0,0.0,52.0,55.0]
null;null;sb39;[sb94,0.0,102.0,41.0,59.0]
sb46;sb4;sb10;[sb78,1298.0,53.0,36.0,32.0]
sb62;null;sb78;[sb46,1824.0,0.0,39.0,22.0]
sb85;null;sb46;[sb62,505.0,57.0,19.0,60.0]
sb60;null;sb62;[sb85,1586.0,55.0,20.0,25.0]
sb55;null;sb85;[sb60,432.0,59.0,40.0,23.0]
sb31;null;sb60;[sb55,267.0,18.0,34.0,56.0]
sb14;null;sb55;[sb31,1277.0,0.0,26.0,34.0]
sb15;null;sb31;[sb14,560.0,0.0,63.0,43.0]
sb16;null;sb14;[sb15,623.0,0.0,59.0,52.0]
sb11;null;sb15;[sb16,682.0,0.0,36.0,57.0]
sb73;null;sb16;[sb11,412.0,0.0,39.0,59.0]
null;null;sb11;[sb73,1092.0,40.0,61.0,67.0]
sb92;sb80;sb78;[sb4,198.0,0.0,29.0,19.0]
sb25;null;sb4;[sb92,1871.0,33.0,26.0,16.0]
sb22;null;sb92;[sb25,1056.0,0.0,54.0,39.0]
sb96;null;sb25;[sb22,942.0,0.0,34.0,49.0]
sb91;null;sb22;[sb96,92.0,91.0,40.0,66.0]
sb65;null;sb96;[sb91,1815.0,44.0,33.0,56.0]
sb99;null;sb91;[sb65,651.0,57.0,57.0,56.0]
sb72;null;sb65;[sb99,171.0,112.0,49.0,66.0]
sb37;null;sb99;[sb72,1031.0,39.0,61.0,61.0]
sb38;null;sb72;[sb37,1465.0,0.0,20.0,60.0]
sb3;null;sb37;[sb38,1485.0,0.0,23.0,57.0]
null;null;sb38;[sb3,161.0,0.0,37.0,67.0]
sb54;sb53;sb4;[sb80,1394.0,54.0,16.0,58.0]
sb26;null;sb80;[sb54,249.0,49.0,18.0,61.0]
sb43;null;sb54;[sb26,1110.0,0.0,40.0,55.0]
sb59;null;sb26;[sb43,1675.0,0.0,61.0,46.0]
sb36;null;sb43;[sb59,382.0,59.0,37.0,50.0]
sb41;null;sb59;[sb36,1426.0,0.0,39.0,67.0]
sb12;null;sb36;[sb41,1586.0,0.0,27.0,55.0]
sb81;null;sb41;[sb12,451.0,0.0,61.0,28.0]
sb48;null;sb12;[sb81,1410.0,67.0,40.0,50.0]
sb45;null;sb81;[sb48,1928.0,0.0,27.0,57.0]
sb56;null;sb48;[sb45,1801.0,0.0,23.0,44.0]
null;null;sb45;[sb56,301.0,40.0,17.0,63.0]
null;sb89;sb80;[sb53,206.0,49.0,43.0,21.0]
sb24;sb90;sb53;[sb89,1738.0,47.0,27.0,38.0]
sb32;null;sb89;[sb24,1011.0,0.0,28.0,45.0]
sb2;null;sb24;[sb32,1303.0,0.0,43.0,53.0]
sb95;null;sb32;[sb2,108.0,0.0,53.0,34.0]
sb7;null;sb2;[sb95,41.0,102.0,51.0,19.0]
sb61;null;sb95;[sb7,306.0,0.0,22.0,40.0]
sb67;null;sb7;[sb61,472.0,28.0,33.0,23.0]
sb20;null;sb61;[sb67,775.0,51.0,44.0,40.0]
sb21;null;sb67;[sb20,841.0,0.0,37.0,19.0]
sb19;null;sb20;[sb21,878.0,0.0,64.0,50.0]
sb1;null;sb21;[sb19,810.0,0.0,31.0,50.0]
null;null;sb19;[sb1,43.0,0.0,37.0,65.0]
sb34;null;sb89;[sb90,1776.0,47.0,39.0,33.0]
sb5;null;sb90;[sb34,1368.0,0.0,27.0,54.0]
sb87;null;sb34;[sb5,227.0,0.0,39.0,49.0]
sb49;null;sb5;[sb87,1662.0,53.0,39.0,44.0]
sb74;null;sb87;[sb49,0.0,37.0,47.0,65.0]
sb86;null;sb49;[sb74,1153.0,65.0,38.0,42.0]
sb33;null;sb74;[sb86,1606.0,55.0,56.0,37.0]
sb0;null;sb86;[sb33,1346.0,0.0,22.0,35.0]
sb23;null;sb33;[sb0,0.0,0.0,43.0,33.0]
sb71;null;sb0;[sb23,991.0,0.0,20.0,49.0]
sb27;null;sb23;[sb71,967.0,49.0,22.0,64.0]
sb17;null;sb71;[sb27,1165.0,0.0,25.0,65.0]
null;null;sb27;[sb17,718.0,0.0,44.0,66.0]
