sb14;sb63;null;[sb49,929.0,50.0,65.0,47.0]
sb89;null;sb78;[sb35,339.0,62.0,31.0,38.0]
sb46;null;sb35;[sb89,585.0,171.0,38.0,27.0]
sb93;null;sb89;[sb46,768.0,51.0,22.0,39.0]
sb52;null;sb46;[sb93,744.0,176.0,65.0,35.0]
sb70;null;sb93;[sb52,38.0,77.0,54.0,45.0]
null;null;sb52;[sb70,811.0,84.0,42.0,42.0]
sb56;null;sb96;[sb30,197.0,67.0,24.0,26.0]
sb61;null;sb30;[sb56,187.0,129.0,63.0,17.0]
sb90;null;sb56;[sb61,358.0,129.0,23.0,33.0]
sb95;null;sb61;[sb90,623.0,171.0,33.0,39.0]
sb11;null;sb90;[sb95,850.0,126.0,19.0,51.0]
sb29;null;sb95;[sb11,412.0,0.0,59.0,39.0]
sb67;null;sb11;[sb29,173.0,67.0,62.0,24.0]
sb86;null;sb29;[sb67,661.0,113.0,40.0,44.0]
sb62;null;sb67;[sb86,453.0,161.0,56.0,37.0]
null;null;sb86;[sb62,391.0,129.0,60.0,19.0]
