sb33;sb91;null;[sb9,378.0,0.0,16.0,41.0]
sb38;null;sb58;[sb30,443.0,59.0,24.0,26.0]
sb86;null;sb30;[sb38,675.0,57.0,23.0,57.0]
sb90;null;sb38;[sb86,514.0,198.0,56.0,37.0]
sb98;null;sb86;[sb90,0.0,240.0,33.0,39.0]
sb52;null;sb90;[sb98,335.0,303.0,22.0,62.0]
sb44;null;sb98;[sb52,524.0,111.0,54.0,45.0]
sb5;null;sb52;[sb44,123.0,116.0,65.0,47.0]
sb2;null;sb44;[sb5,227.0,0.0,39.0,49.0]
null;null;sb5;[sb2,108.0,0.0,34.0,53.0]
sb94;sb49;sb12;[sb1,43.0,0.0,65.0,37.0]
sb54;null;sb1;[sb94,186.0,265.0,41.0,59.0]
sb89;null;sb94;[sb54,621.0,119.0,18.0,61.0]
sb36;null;sb54;[sb89,646.0,238.0,38.0,27.0]
sb10;null;sb89;[sb36,616.0,52.0,67.0,39.0]
sb14;null;sb36;[sb10,394.0,0.0,18.0,52.0]
sb56;null;sb10;[sb14,560.0,0.0,63.0,43.0]
sb26;null;sb14;[sb56,673.0,114.0,17.0,63.0]
sb95;null;sb56;[sb26,300.0,62.0,55.0,40.0]
sb17;null;sb26;[sb95,227.0,251.0,19.0,51.0]
null;null;sb95;[sb17,718.0,0.0,44.0,66.0]
sb67;sb11;sb1;[sb49,372.0,127.0,65.0,47.0]
sb73;null;sb49;[sb67,393.0,192.0,40.0,44.0]
sb71;null;sb67;[sb73,0.0,173.0,61.0,67.0]
sb99;null;sb73;[sb71,585.0,180.0,22.0,64.0]
sb24;null;sb71;[sb99,357.0,310.0,49.0,66.0]
sb69;null;sb99;[sb24,201.0,49.0,28.0,45.0]
sb76;null;sb24;[sb69,489.0,167.0,27.0,54.0]
sb32;null;sb69;[sb76,118.0,182.0,22.0,33.0]
sb65;null;sb76;[sb32,493.0,57.0,43.0,53.0]
sb35;null;sb32;[sb65,269.0,154.0,57.0,56.0]
null;null;sb65;[sb35,585.0,43.0,31.0,38.0]
null;sb0;sb49;[sb11,412.0,0.0,59.0,39.0]
sb13;sb82;sb11;[sb0,0.0,0.0,33.0,43.0]
sb84;null;sb0;[sb13,512.0,0.0,48.0,57.0]
sb88;null;sb13;[sb84,427.0,232.0,22.0,67.0]
sb96;null;sb84;[sb88,609.0,202.0,24.0,37.0]
sb81;null;sb88;[sb96,278.0,268.0,40.0,66.0]
sb28;null;sb96;[sb81,318.0,253.0,40.0,50.0]
sb50;null;sb81;[sb28,380.0,59.0,46.0,39.0]
sb87;null;sb28;[sb50,419.0,121.0,32.0,67.0]
sb22;null;sb50;[sb87,570.0,202.0,39.0,44.0]
sb51;null;sb87;[sb22,132.0,67.0,34.0,49.0]
sb4;null;sb22;[sb51,486.0,110.0,38.0,57.0]
sb20;null;sb51;[sb4,198.0,0.0,29.0,19.0]
sb29;null;sb4;[sb20,31.0,37.0,19.0,37.0]
null;null;sb20;[sb29,419.0,59.0,24.0,62.0]
sb64;null;sb0;[sb82,358.0,253.0,47.0,57.0]
sb97;null;sb82;[sb64,219.0,135.0,50.0,47.0]
sb41;null;sb64;[sb97,318.0,303.0,17.0,67.0]
sb37;null;sb97;[sb41,776.0,51.0,27.0,55.0]
sb75;null;sb41;[sb37,655.0,52.0,20.0,60.0]
sb92;null;sb37;[sb75,99.0,156.0,19.0,28.0]
sb42;null;sb75;[sb92,95.0,215.0,26.0,16.0]
sb46;null;sb92;[sb42,0.0,83.0,62.0,53.0]
sb72;null;sb42;[sb46,211.0,88.0,22.0,39.0]
sb18;null;sb46;[sb72,649.0,177.0,61.0,61.0]
sb78;null;sb72;[sb18,762.0,0.0,48.0,51.0]
null;null;sb18;[sb78,206.0,208.0,32.0,36.0]
