sb87;sb7;null;[sb22,0.0,0.0,49.0,34.0]
sb13;null;sb98;[sb18,0.0,0.0,48.0,51.0]
sb77;null;sb18;[sb13,0.0,0.0,48.0,57.0]
sb58;null;sb13;[sb77,0.0,0.0,57.0,66.0]
sb71;null;sb77;[sb58,0.0,0.0,46.0,34.0]
sb21;null;sb58;[sb71,0.0,0.0,64.0,22.0]
sb73;null;sb71;[sb21,0.0,0.0,50.0,64.0]
sb93;null;sb21;[sb73,0.0,0.0,61.0,67.0]
sb80;null;sb73;[sb93,0.0,0.0,65.0,35.0]
null;null;sb93;[sb80,0.0,0.0,16.0,58.0]
sb76;sb90;sb43;[sb79,0.0,0.0,60.0,41.0]
sb72;null;sb79;[sb76,0.0,0.0,22.0,33.0]
sb4;null;sb76;[sb72,0.0,0.0,61.0,61.0]
sb0;null;sb72;[sb4,0.0,0.0,19.0,29.0]
sb81;null;sb4;[sb0,0.0,0.0,43.0,33.0]
sb17;null;sb0;[sb81,0.0,0.0,40.0,50.0]
sb78;null;sb81;[sb17,0.0,0.0,44.0,66.0]
sb5;null;sb17;[sb78,0.0,0.0,32.0,36.0]
sb59;null;sb78;[sb5,0.0,0.0,39.0,49.0]
sb30;null;sb5;[sb59,0.0,0.0,37.0,50.0]
sb61;null;sb59;[sb30,0.0,0.0,24.0,26.0]
sb48;null;sb30;[sb61,0.0,0.0,23.0,33.0]
sb36;null;sb61;[sb48,0.0,0.0,27.0,57.0]
sb68;null;sb48;[sb36,0.0,0.0,39.0,67.0]
sb51;null;sb36;[sb68,0.0,0.0,52.0,63.0]
null;null;sb68;[sb51,0.0,0.0,38.0,57.0]
sb32;null;sb79;[sb90,0.0,0.0,39.0,33.0]
sb67;null;sb90;[sb32,0.0,0.0,43.0,53.0]
sb86;null;sb32;[sb67,0.0,0.0,44.0,40.0]
sb94;null;sb67;[sb86,0.0,0.0,37.0,56.0]
sb19;null;sb86;[sb94,0.0,0.0,41.0,59.0]
sb35;null;sb94;[sb19,0.0,0.0,50.0,31.0]
sb37;null;sb19;[sb35,0.0,0.0,38.0,31.0]
sb92;null;sb35;[sb37,0.0,0.0,60.0,20.0]
sb99;null;sb37;[sb92,0.0,0.0,26.0,16.0]
null;null;sb92;[sb99,0.0,0.0,66.0,49.0]
