sb97;sb95;null;[sb39,1508.0,0.0,52.0,55.0]
sb42;null;sb13;[sb85,252.0,100.0,20.0,25.0]
sb96;null;sb85;[sb42,1613.0,0.0,62.0,53.0]
sb51;null;sb42;[sb96,720.0,103.0,40.0,66.0]
sb10;null;sb96;[sb51,424.0,59.0,38.0,57.0]
sb5;null;sb51;[sb10,394.0,0.0,18.0,52.0]
sb60;null;sb10;[sb5,227.0,0.0,39.0,49.0]
sb80;null;sb5;[sb60,742.0,66.0,40.0,23.0]
null;null;sb60;[sb80,60.0,84.0,16.0,58.0]
sb33;sb91;sb59;[sb12,451.0,0.0,28.0,61.0]
sb71;null;sb12;[sb33,1346.0,0.0,22.0,35.0]
sb92;null;sb33;[sb71,1277.0,53.0,22.0,64.0]
sb63;null;sb71;[sb92,537.0,118.0,26.0,16.0]
sb26;null;sb92;[sb63,875.0,50.0,36.0,45.0]
sb35;null;sb63;[sb26,1110.0,0.0,55.0,40.0]
sb68;null;sb26;[sb35,1395.0,0.0,31.0,38.0]
sb49;null;sb35;[sb68,1129.0,65.0,52.0,63.0]
sb77;null;sb68;[sb49,310.0,62.0,47.0,65.0]
sb19;null;sb49;[sb77,1542.0,55.0,66.0,57.0]
sb70;null;sb77;[sb19,810.0,0.0,31.0,50.0]
null;null;sb19;[sb70,1235.0,62.0,42.0,42.0]
sb78;sb7;sb12;[sb91,481.0,102.0,56.0,33.0]
sb43;null;sb91;[sb78,1608.0,55.0,36.0,32.0]
sb25;null;sb78;[sb43,0.0,37.0,61.0,46.0]
sb0;null;sb43;[sb25,1056.0,0.0,54.0,39.0]
sb44;null;sb25;[sb0,0.0,0.0,43.0,33.0]
sb18;null;sb0;[sb44,61.0,37.0,65.0,47.0]
sb54;null;sb44;[sb18,762.0,0.0,48.0,51.0]
sb40;null;sb18;[sb54,559.0,57.0,18.0,61.0]
sb3;null;sb54;[sb40,1560.0,0.0,26.0,29.0]
null;null;sb40;[sb3,161.0,0.0,37.0,67.0]
sb94;sb86;sb91;[sb7,306.0,0.0,22.0,40.0]
sb1;null;sb7;[sb94,628.0,99.0,41.0,59.0]
sb50;null;sb94;[sb1,43.0,0.0,65.0,37.0]
sb72;null;sb1;[sb50,357.0,62.0,67.0,32.0]
sb2;null;sb50;[sb72,1341.0,54.0,61.0,61.0]
sb29;null;sb72;[sb2,108.0,0.0,53.0,34.0]
sb17;null;sb2;[sb29,1229.0,0.0,24.0,62.0]
sb64;null;sb29;[sb17,718.0,0.0,44.0,66.0]
sb53;null;sb17;[sb64,911.0,50.0,50.0,47.0]
null;null;sb64;[sb53,516.0,57.0,43.0,21.0]
sb88;sb37;sb7;[sb86,272.0,127.0,37.0,56.0]
sb32;null;sb86;[sb88,367.0,94.0,24.0,37.0]
sb84;null;sb88;[sb32,1303.0,0.0,43.0,53.0]
sb38;null;sb32;[sb84,185.0,100.0,22.0,67.0]
sb31;null;sb84;[sb38,1485.0,0.0,23.0,57.0]
sb20;null;sb38;[sb31,1277.0,0.0,34.0,26.0]
sb79;null;sb31;[sb20,841.0,0.0,19.0,37.0]
sb52;null;sb20;[sb79,0.0,83.0,60.0,41.0]
sb14;null;sb79;[sb52,462.0,57.0,54.0,45.0]
sb41;null;sb52;[sb14,560.0,0.0,43.0,63.0]
null;null;sb14;[sb41,1586.0,0.0,27.0,55.0]
sb6;sb11;sb86;[sb37,1465.0,0.0,20.0,60.0]
sb22;null;sb37;[sb6,266.0,0.0,18.0,40.0]
sb76;null;sb6;[sb22,942.0,0.0,49.0,34.0]
sb58;null;sb22;[sb76,1520.0,55.0,22.0,33.0]
sb48;null;sb76;[sb58,646.0,57.0,46.0,34.0]
null;null;sb58;[sb48,253.0,49.0,57.0,27.0]
sb28;null;sb37;[sb11,412.0,0.0,39.0,59.0]
sb75;null;sb11;[sb28,1190.0,0.0,39.0,46.0]
sb34;null;sb28;[sb75,1501.0,57.0,19.0,28.0]
sb24;null;sb75;[sb34,1368.0,0.0,27.0,54.0]
sb93;null;sb34;[sb24,1011.0,0.0,45.0,28.0]
sb83;null;sb24;[sb93,563.0,118.0,65.0,35.0]
sb89;null;sb93;[sb83,163.0,89.0,22.0,16.0]
sb74;null;sb83;[sb89,404.0,116.0,38.0,27.0]
sb67;null;sb89;[sb74,1463.0,67.0,38.0,42.0]
sb69;null;sb74;[sb67,1085.0,40.0,44.0,40.0]
sb66;null;sb67;[sb69,1181.0,65.0,27.0,54.0]
null;null;sb69;[sb66,1018.0,39.0,67.0,61.0]
