sb45;sb51;null;[sb61,358.0,237.0,33.0,23.0]
sb56;null;sb15;[sb43,62.0,154.0,61.0,46.0]
sb26;null;sb43;[sb56,187.0,230.0,17.0,63.0]
sb94;null;sb56;[sb26,0.0,80.0,55.0,40.0]
null;null;sb26;[sb94,261.0,400.0,41.0,59.0]
sb7;sb18;sb70;[sb3,161.0,0.0,37.0,67.0]
sb19;null;sb3;[sb7,306.0,0.0,22.0,40.0]
sb46;null;sb7;[sb19,250.0,49.0,31.0,50.0]
sb68;null;sb19;[sb46,211.0,186.0,39.0,22.0]
sb64;null;sb46;[sb68,254.0,243.0,52.0,63.0]
sb40;null;sb68;[sb64,36.0,264.0,50.0,47.0]
sb24;null;sb64;[sb40,450.0,108.0,26.0,29.0]
null;null;sb40;[sb24,451.0,28.0,45.0,28.0]
sb44;sb84;sb3;[sb18,202.0,49.0,48.0,51.0]
sb79;null;sb18;[sb44,123.0,167.0,65.0,47.0]
sb82;null;sb44;[sb79,0.0,333.0,60.0,41.0]
sb32;null;sb79;[sb82,116.0,421.0,47.0,57.0]
sb41;null;sb82;[sb32,193.0,133.0,43.0,53.0]
sb75;null;sb32;[sb41,476.0,96.0,27.0,55.0]
sb39;null;sb41;[sb75,224.0,317.0,19.0,28.0]
sb96;null;sb75;[sb39,398.0,108.0,52.0,55.0]
null;null;sb39;[sb96,0.0,477.0,40.0,66.0]
sb86;sb25;sb18;[sb84,185.0,421.0,67.0,22.0]
sb0;null;sb84;[sb86,272.0,363.0,56.0,37.0]
sb91;null;sb86;[sb0,0.0,0.0,43.0,33.0]
sb76;null;sb0;[sb91,114.0,478.0,56.0,33.0]
sb17;null;sb91;[sb76,243.0,317.0,22.0,33.0]
sb16;null;sb76;[sb17,158.0,67.0,44.0,66.0]
sb72;null;sb17;[sb16,122.0,34.0,36.0,57.0]
null;null;sb16;[sb72,64.0,331.0,61.0,61.0]
sb11;null;sb84;[sb25,496.0,57.0,54.0,39.0]
sb31;null;sb25;[sb11,412.0,0.0,39.0,59.0]
sb59;null;sb11;[sb31,167.0,133.0,26.0,34.0]
null;null;sb31;[sb59,268.0,206.0,50.0,37.0]
