sb80;sb81;null;[sb90,114.0,168.0,39.0,33.0]
sb78;null;sb8;[sb42,384.0,59.0,62.0,53.0]
sb24;null;sb42;[sb78,826.0,83.0,36.0,32.0]
sb97;null;sb78;[sb24,1011.0,0.0,45.0,28.0]
sb71;null;sb24;[sb97,432.0,139.0,17.0,67.0]
sb89;null;sb97;[sb71,495.0,105.0,22.0,64.0]
sb16;null;sb71;[sb89,76.0,135.0,38.0,27.0]
null;null;sb89;[sb16,682.0,0.0,36.0,57.0]
sb41;sb1;sb29;[sb35,166.0,67.0,31.0,38.0]
sb25;null;sb35;[sb41,357.0,62.0,27.0,55.0]
sb36;null;sb41;[sb25,1056.0,0.0,54.0,39.0]
sb96;null;sb25;[sb36,197.0,67.0,39.0,67.0]
sb6;null;sb36;[sb96,392.0,180.0,40.0,66.0]
sb32;null;sb96;[sb6,266.0,0.0,40.0,18.0]
sb98;null;sb6;[sb32,74.0,37.0,43.0,53.0]
sb84;null;sb32;[sb98,449.0,147.0,22.0,62.0]
sb83;null;sb98;[sb84,1047.0,102.0,22.0,67.0]
sb19;null;sb84;[sb83,1025.0,95.0,22.0,16.0]
sb39;null;sb83;[sb19,810.0,0.0,31.0,50.0]
null;null;sb19;[sb39,279.0,62.0,52.0,55.0]
sb85;sb5;sb35;[sb1,43.0,0.0,65.0,37.0]
sb23;null;sb1;[sb85,1114.0,74.0,20.0,25.0]
sb93;null;sb85;[sb23,991.0,0.0,20.0,49.0]
sb58;null;sb23;[sb93,235.0,190.0,65.0,35.0]
sb50;null;sb93;[sb58,1092.0,40.0,46.0,34.0]
sb18;null;sb58;[sb50,803.0,51.0,32.0,67.0]
sb54;null;sb50;[sb18,762.0,0.0,48.0,51.0]
sb66;null;sb18;[sb54,1005.0,49.0,18.0,61.0]
sb49;null;sb54;[sb66,236.0,117.0,67.0,61.0]
sb63;null;sb66;[sb49,756.0,66.0,47.0,65.0]
null;null;sb49;[sb63,93.0,90.0,36.0,45.0]
sb62;sb20;sb1;[sb5,227.0,0.0,39.0,49.0]
sb13;null;sb5;[sb62,33.0,90.0,60.0,19.0]
sb14;null;sb62;[sb13,512.0,0.0,48.0,57.0]
sb44;null;sb13;[sb14,560.0,0.0,63.0,43.0]
sb92;null;sb14;[sb44,507.0,57.0,65.0,47.0]
sb68;null;sb44;[sb92,209.0,190.0,26.0,16.0]
sb33;null;sb92;[sb68,347.0,117.0,52.0,63.0]
sb28;null;sb68;[sb33,117.0,34.0,22.0,35.0]
sb59;null;sb33;[sb28,1190.0,0.0,39.0,46.0]
null;null;sb28;[sb59,1138.0,65.0,50.0,37.0]
sb53;sb3;sb5;[sb20,841.0,0.0,37.0,19.0]
sb87;null;sb20;[sb53,962.0,49.0,43.0,21.0]
sb91;null;sb53;[sb87,0.0,118.0,39.0,44.0]
sb40;null;sb87;[sb91,153.0,190.0,56.0,33.0]
sb79;null;sb91;[sb40,331.0,62.0,26.0,29.0]
sb21;null;sb40;[sb79,862.0,107.0,60.0,41.0]
sb48;null;sb79;[sb21,878.0,0.0,50.0,64.0]
sb2;null;sb21;[sb48,699.0,66.0,27.0,57.0]
sb95;null;sb48;[sb2,108.0,0.0,34.0,53.0]
sb51;null;sb2;[sb95,341.0,180.0,51.0,19.0]
null;null;sb95;[sb51,870.0,50.0,38.0,57.0]
sb11;sb99;sb20;[sb3,161.0,0.0,37.0,67.0]
sb12;null;sb3;[sb11,412.0,0.0,39.0,59.0]
sb22;null;sb11;[sb12,451.0,0.0,61.0,28.0]
sb75;null;sb12;[sb22,942.0,0.0,49.0,34.0]
sb45;null;sb22;[sb75,719.0,93.0,19.0,28.0]
null;null;sb75;[sb45,572.0,43.0,23.0,44.0]
sb88;null;sb3;[sb99,471.0,147.0,49.0,66.0]
sb76;null;sb99;[sb88,39.0,109.0,37.0,24.0]
sb69;null;sb88;[sb76,738.0,131.0,22.0,33.0]
sb67;null;sb76;[sb69,399.0,112.0,54.0,27.0]
sb60;null;sb69;[sb67,303.0,117.0,44.0,40.0]
sb74;null;sb67;[sb60,1188.0,65.0,23.0,40.0]
sb56;null;sb60;[sb74,681.0,93.0,38.0,42.0]
sb73;null;sb74;[sb56,1057.0,39.0,17.0,63.0]
sb30;null;sb56;[sb73,620.0,90.0,61.0,67.0]
sb94;null;sb73;[sb30,24.0,37.0,24.0,26.0]
sb47;null;sb30;[sb94,300.0,178.0,41.0,59.0]
null;null;sb94;[sb47,634.0,57.0,65.0,33.0]
