sb63;sb92;null;[sb75,38.0,2329.0,19.0,28.0]
sb45;null;sb53;[sb20,123.0,178.0,37.0,19.0]
sb81;null;sb20;[sb45,0.0,1111.0,23.0,44.0]
null;null;sb45;[sb81,16.0,2534.0,40.0,50.0]
sb91;sb57;sb53;[sb22,64.0,228.0,34.0,49.0]
sb98;null;sb22;[sb91,0.0,2877.0,56.0,33.0]
sb33;null;sb91;[sb98,17.0,3105.0,22.0,62.0]
null;null;sb98;[sb33,0.0,515.0,22.0,35.0]
sb70;sb6;sb22;[sb57,0.0,1615.0,18.0,47.0]
null;null;sb57;[sb70,0.0,2137.0,42.0,42.0]
sb65;sb15;sb57;[sb6,0.0,33.0,40.0,18.0]
sb73;null;sb6;[sb65,0.0,1890.0,57.0,56.0]
sb14;null;sb65;[sb73,0.0,2262.0,61.0,67.0]
sb55;null;sb73;[sb14,48.0,99.0,63.0,43.0]
null;null;sb14;[sb55,0.0,1496.0,34.0,56.0]
sb16;sb74;sb6;[sb15,111.0,126.0,59.0,52.0]
sb72;null;sb15;[sb16,170.0,126.0,36.0,57.0]
sb30;null;sb16;[sb72,0.0,2201.0,61.0,61.0]
sb51;null;sb72;[sb30,0.0,387.0,24.0,26.0]
null;null;sb30;[sb51,0.0,1312.0,38.0,57.0]
sb12;null;sb15;[sb74,0.0,2329.0,38.0,42.0]
sb60;null;sb74;[sb12,185.0,67.0,61.0,28.0]
sb25;null;sb12;[sb60,0.0,1733.0,40.0,23.0]
sb59;null;sb60;[sb25,45.0,262.0,54.0,39.0]
sb84;null;sb25;[sb59,0.0,1696.0,50.0,37.0]
sb49;null;sb59;[sb84,0.0,2665.0,67.0,22.0]
sb46;null;sb84;[sb49,0.0,1215.0,47.0,65.0]
sb0;null;sb49;[sb46,23.0,1111.0,39.0,22.0]
sb58;null;sb46;[sb0,0.0,0.0,43.0,33.0]
sb82;null;sb0;[sb58,0.0,1662.0,46.0,34.0]
sb56;null;sb58;[sb82,0.0,2592.0,47.0,57.0]
sb94;null;sb82;[sb56,0.0,1552.0,17.0,63.0]
null;null;sb56;[sb94,0.0,2961.0,41.0,59.0]
