sb18;sb78;null;[sb6,266.0,0.0,40.0,18.0]
sb64;null;sb46;[sb75,1191.0,46.0,19.0,28.0]
sb86;null;sb75;[sb64,601.0,52.0,47.0,50.0]
sb35;null;sb64;[sb86,1606.0,55.0,56.0,37.0]
sb14;null;sb86;[sb35,1395.0,0.0,38.0,31.0]
sb55;null;sb35;[sb14,560.0,0.0,63.0,43.0]
sb45;null;sb14;[sb55,267.0,18.0,56.0,34.0]
sb68;null;sb55;[sb45,1801.0,0.0,44.0,23.0]
sb73;null;sb45;[sb68,819.0,50.0,52.0,63.0]
null;null;sb68;[sb73,1092.0,40.0,61.0,67.0]
sb21;sb80;sb15;[sb59,382.0,59.0,37.0,50.0]
sb22;null;sb59;[sb21,878.0,0.0,64.0,50.0]
sb66;null;sb21;[sb22,942.0,0.0,34.0,49.0]
sb87;null;sb22;[sb66,708.0,66.0,67.0,61.0]
sb63;null;sb66;[sb87,1662.0,53.0,39.0,44.0]
sb16;null;sb87;[sb63,565.0,43.0,36.0,45.0]
sb12;null;sb63;[sb16,682.0,0.0,36.0,57.0]
sb71;null;sb16;[sb12,451.0,0.0,61.0,28.0]
sb52;null;sb12;[sb71,967.0,49.0,22.0,64.0]
sb76;null;sb71;[sb52,152.0,67.0,45.0,54.0]
sb3;null;sb52;[sb76,1210.0,62.0,22.0,33.0]
null;null;sb76;[sb3,161.0,0.0,37.0,67.0]
sb54;sb69;sb59;[sb80,1394.0,54.0,16.0,58.0]
sb62;null;sb80;[sb54,249.0,49.0,18.0,61.0]
sb23;null;sb54;[sb62,505.0,57.0,19.0,60.0]
sb43;null;sb62;[sb23,991.0,0.0,20.0,49.0]
sb8;null;sb23;[sb43,1675.0,0.0,46.0,61.0]
sb5;null;sb43;[sb8,328.0,0.0,50.0,62.0]
sb20;null;sb8;[sb5,227.0,0.0,39.0,49.0]
sb91;null;sb5;[sb20,841.0,0.0,19.0,37.0]
sb13;null;sb20;[sb91,1815.0,44.0,33.0,56.0]
sb34;null;sb91;[sb13,512.0,0.0,57.0,48.0]
sb81;null;sb13;[sb34,1368.0,0.0,27.0,54.0]
sb93;null;sb34;[sb81,1410.0,67.0,50.0,40.0]
sb92;null;sb81;[sb93,1897.0,33.0,35.0,65.0]
sb51;null;sb93;[sb92,1871.0,33.0,26.0,16.0]
null;null;sb92;[sb51,114.0,34.0,57.0,38.0]
sb33;sb48;sb80;[sb69,871.0,50.0,27.0,54.0]
sb95;null;sb69;[sb33,1346.0,0.0,22.0,35.0]
sb2;null;sb33;[sb95,41.0,102.0,51.0,19.0]
sb30;null;sb95;[sb2,108.0,0.0,53.0,34.0]
sb19;null;sb2;[sb30,1253.0,0.0,26.0,24.0]
sb28;null;sb30;[sb19,810.0,0.0,50.0,31.0]
sb25;null;sb19;[sb28,1190.0,0.0,39.0,46.0]
sb38;null;sb28;[sb25,1056.0,0.0,54.0,39.0]
sb49;null;sb25;[sb38,1485.0,0.0,23.0,57.0]
null;null;sb38;[sb49,0.0,37.0,47.0,65.0]
sb41;null;sb69;[sb48,1928.0,0.0,57.0,27.0]
sb32;null;sb48;[sb41,1586.0,0.0,27.0,55.0]
sb83;null;sb41;[sb32,1303.0,0.0,53.0,43.0]
sb65;null;sb32;[sb83,1497.0,57.0,22.0,16.0]
sb85;null;sb83;[sb65,651.0,57.0,57.0,56.0]
sb4;null;sb65;[sb85,1586.0,55.0,20.0,25.0]
sb88;null;sb85;[sb4,198.0,0.0,19.0,29.0]
sb0;null;sb4;[sb88,1701.0,47.0,24.0,37.0]
sb9;null;sb88;[sb0,0.0,0.0,33.0,43.0]
sb70;null;sb0;[sb9,378.0,0.0,16.0,41.0]
sb89;null;sb9;[sb70,925.0,50.0,42.0,42.0]
sb99;null;sb70;[sb89,1738.0,47.0,27.0,38.0]
sb36;null;sb89;[sb99,171.0,112.0,49.0,66.0]
sb27;null;sb99;[sb36,1426.0,0.0,39.0,67.0]
null;null;sb36;[sb27,1165.0,0.0,25.0,65.0]
