sb4;sb56;null;[sb97,644.0,89.0,17.0,67.0]
sb13;null;sb28;[sb51,363.0,62.0,38.0,57.0]
null;null;sb51;[sb13,512.0,0.0,48.0,57.0]
sb46;sb30;sb69;[sb93,447.0,118.0,65.0,35.0]
sb53;null;sb93;[sb46,88.0,37.0,39.0,22.0]
sb91;null;sb46;[sb53,455.0,28.0,43.0,21.0]
sb17;null;sb53;[sb91,365.0,119.0,56.0,33.0]
sb39;null;sb91;[sb17,718.0,0.0,44.0,66.0]
sb62;null;sb17;[sb39,1508.0,0.0,52.0,55.0]
sb38;null;sb39;[sb62,754.0,66.0,60.0,19.0]
null;null;sb62;[sb38,1485.0,0.0,23.0,57.0]
sb89;sb26;sb93;[sb30,1253.0,0.0,24.0,26.0]
sb63;null;sb30;[sb89,288.0,114.0,27.0,38.0]
sb24;null;sb89;[sb63,814.0,50.0,36.0,45.0]
sb21;null;sb63;[sb24,1011.0,0.0,45.0,28.0]
sb87;null;sb24;[sb21,878.0,0.0,64.0,50.0]
sb47;null;sb21;[sb87,212.0,114.0,39.0,44.0]
sb36;null;sb87;[sb47,127.0,67.0,65.0,33.0]
sb55;null;sb47;[sb36,1426.0,0.0,39.0,67.0]
sb83;null;sb36;[sb55,516.0,57.0,34.0,56.0]
sb25;null;sb55;[sb83,47.0,84.0,22.0,16.0]
null;null;sb83;[sb25,1056.0,0.0,54.0,39.0]
sb96;sb31;sb30;[sb26,1110.0,0.0,55.0,40.0]
sb32;null;sb26;[sb96,604.0,89.0,40.0,66.0]
sb67;null;sb96;[sb32,1303.0,0.0,43.0,53.0]
sb11;null;sb32;[sb67,1024.0,39.0,44.0,40.0]
null;null;sb67;[sb11,412.0,0.0,39.0,59.0]
sb98;null;sb26;[sb31,1277.0,0.0,26.0,34.0]
sb35;null;sb31;[sb98,661.0,89.0,22.0,62.0]
sb58;null;sb98;[sb35,1395.0,0.0,31.0,38.0]
sb15;null;sb35;[sb58,585.0,52.0,34.0,46.0]
sb22;null;sb58;[sb15,623.0,0.0,59.0,52.0]
sb2;null;sb15;[sb22,942.0,0.0,49.0,34.0]
sb74;null;sb22;[sb2,108.0,0.0,34.0,53.0]
sb41;null;sb2;[sb74,1402.0,67.0,38.0,42.0]
sb50;null;sb74;[sb41,1586.0,0.0,27.0,55.0]
sb9;null;sb41;[sb50,296.0,62.0,32.0,67.0]
sb65;null;sb50;[sb9,378.0,0.0,16.0,41.0]
sb18;null;sb9;[sb65,900.0,50.0,57.0,56.0]
null;null;sb65;[sb18,762.0,0.0,48.0,51.0]
