sb57;sb39;null;[sb55,0.0,143.0,34.0,56.0]
sb43;null;sb22;[sb32,541.0,57.0,43.0,53.0]
sb19;null;sb32;[sb43,167.0,117.0,61.0,46.0]
sb61;null;sb43;[sb19,48.0,37.0,31.0,50.0]
sb20;null;sb19;[sb61,205.0,163.0,33.0,23.0]
sb27;null;sb61;[sb20,79.0,37.0,19.0,37.0]
sb50;null;sb20;[sb27,403.0,59.0,25.0,65.0]
sb84;null;sb27;[sb50,524.0,110.0,67.0,32.0]
sb28;null;sb50;[sb84,552.0,226.0,22.0,67.0]
sb60;null;sb84;[sb28,428.0,59.0,39.0,46.0]
null;null;sb28;[sb60,165.0,170.0,40.0,23.0]
sb26;sb69;sb96;[sb17,718.0,0.0,44.0,66.0]
sb12;null;sb17;[sb26,348.0,62.0,55.0,40.0]
sb88;null;sb26;[sb12,451.0,0.0,61.0,28.0]
sb47;null;sb12;[sb88,39.0,268.0,37.0,24.0]
sb81;null;sb88;[sb47,355.0,124.0,65.0,33.0]
sb63;null;sb47;[sb81,443.0,217.0,40.0,50.0]
sb74;null;sb81;[sb63,298.0,145.0,36.0,45.0]
sb58;null;sb63;[sb74,186.0,193.0,38.0,42.0]
sb16;null;sb74;[sb58,69.0,170.0,46.0,34.0]
null;null;sb58;[sb16,682.0,0.0,36.0,57.0]
sb94;sb51;sb17;[sb69,604.0,169.0,54.0,27.0]
sb9;null;sb69;[sb94,300.0,247.0,41.0,59.0]
sb35;null;sb94;[sb9,378.0,0.0,16.0,41.0]
sb18;null;sb9;[sb35,633.0,52.0,31.0,38.0]
sb85;null;sb35;[sb18,0.0,37.0,48.0,51.0]
sb5;null;sb18;[sb85,619.0,196.0,20.0,25.0]
sb44;null;sb85;[sb5,227.0,0.0,39.0,49.0]
null;null;sb5;[sb44,228.0,101.0,65.0,47.0]
sb23;sb53;sb69;[sb51,591.0,106.0,38.0,57.0]
sb48;null;sb51;[sb23,229.0,49.0,20.0,49.0]
sb95;null;sb23;[sb48,420.0,124.0,57.0,27.0]
sb89;null;sb48;[sb95,341.0,254.0,19.0,51.0]
sb52;null;sb95;[sb89,76.0,268.0,38.0,27.0]
sb77;null;sb89;[sb52,629.0,124.0,54.0,45.0]
sb25;null;sb52;[sb77,265.0,190.0,66.0,57.0]
sb99;null;sb77;[sb25,294.0,62.0,54.0,39.0]
sb73;null;sb25;[sb99,471.0,274.0,49.0,66.0]
null;null;sb99;[sb73,125.0,207.0,61.0,67.0]
sb40;null;sb51;[sb53,683.0,126.0,43.0,21.0]
sb41;null;sb53;[sb40,52.0,87.0,26.0,29.0]
sb29;null;sb40;[sb41,78.0,87.0,27.0,55.0]
sb68;null;sb41;[sb29,467.0,28.0,24.0,62.0]
sb82;null;sb29;[sb68,552.0,163.0,52.0,63.0]
sb1;null;sb68;[sb82,483.0,217.0,47.0,57.0]
sb67;null;sb82;[sb1,43.0,0.0,65.0,37.0]
sb7;null;sb1;[sb67,508.0,156.0,44.0,40.0]
sb66;null;sb67;[sb7,306.0,0.0,22.0,40.0]
sb87;null;sb7;[sb66,441.0,156.0,67.0,61.0]
null;null;sb66;[sb87,0.0,228.0,39.0,44.0]
