sb1;sb14;null;[sb0,0.0,0.0,43.0,33.0]
sb33;null;sb31;[sb32,1303.0,0.0,43.0,53.0]
sb34;null;sb32;[sb33,1346.0,0.0,22.0,35.0]
sb35;null;sb33;[sb34,1368.0,0.0,27.0,54.0]
sb36;null;sb34;[sb35,1395.0,0.0,31.0,38.0]
sb37;null;sb35;[sb36,1426.0,0.0,39.0,67.0]
sb38;null;sb36;[sb37,1465.0,0.0,20.0,60.0]
sb39;null;sb37;[sb38,1485.0,0.0,23.0,57.0]
sb40;null;sb38;[sb39,1508.0,0.0,52.0,55.0]
sb41;null;sb39;[sb40,1560.0,0.0,26.0,29.0]
null;null;sb40;[sb41,1586.0,0.0,27.0,55.0]
sb43;sb51;sb26;[sb42,1613.0,0.0,62.0,53.0]
sb44;null;sb42;[sb43,1675.0,0.0,61.0,46.0]
sb45;null;sb43;[sb44,1736.0,0.0,65.0,47.0]
sb46;null;sb44;[sb45,1801.0,0.0,23.0,44.0]
sb47;null;sb45;[sb46,0.0,33.0,39.0,22.0]
sb48;null;sb46;[sb47,39.0,37.0,65.0,33.0]
sb49;null;sb47;[sb48,104.0,37.0,57.0,27.0]
sb50;null;sb48;[sb49,161.0,67.0,47.0,65.0]
null;null;sb49;[sb50,208.0,49.0,67.0,32.0]
sb52;sb63;sb42;[sb51,275.0,40.0,38.0,57.0]
sb53;null;sb51;[sb52,313.0,62.0,54.0,45.0]
sb54;null;sb52;[sb53,367.0,62.0,43.0,21.0]
sb55;null;sb53;[sb54,410.0,59.0,18.0,61.0]
sb56;null;sb54;[sb55,428.0,59.0,34.0,56.0]
sb57;null;sb55;[sb56,462.0,28.0,17.0,63.0]
sb3;null;sb56;[sb57,479.0,28.0,18.0,47.0]
sb59;null;sb57;[sb3,161.0,0.0,37.0,67.0]
sb60;null;sb3;[sb59,543.0,57.0,50.0,37.0]
sb61;null;sb59;[sb60,593.0,52.0,40.0,23.0]
sb62;null;sb60;[sb61,633.0,52.0,33.0,23.0]
null;null;sb61;[sb62,666.0,66.0,19.0,60.0]
sb64;sb71;sb51;[sb63,726.0,66.0,36.0,45.0]
sb66;null;sb63;[sb64,762.0,51.0,47.0,50.0]
sb67;null;sb64;[sb66,869.0,50.0,67.0,61.0]
sb68;null;sb66;[sb67,936.0,50.0,44.0,40.0]
sb69;null;sb67;[sb68,980.0,49.0,52.0,63.0]
sb70;null;sb68;[sb69,1032.0,39.0,54.0,27.0]
null;null;sb69;[sb70,1086.0,40.0,42.0,42.0]
sb72;sb79;sb63;[sb71,1128.0,65.0,64.0,22.0]
sb73;null;sb71;[sb72,1192.0,62.0,61.0,61.0]
sb74;null;sb72;[sb73,1253.0,53.0,61.0,67.0]
sb75;null;sb73;[sb74,1314.0,53.0,38.0,42.0]
sb76;null;sb74;[sb75,1352.0,54.0,19.0,28.0]
sb77;null;sb75;[sb76,1371.0,54.0,22.0,33.0]
sb78;null;sb76;[sb77,1393.0,67.0,57.0,66.0]
null;null;sb77;[sb78,1459.0,67.0,36.0,32.0]
sb80;sb88;sb71;[sb79,1495.0,57.0,60.0,41.0]
sb81;null;sb79;[sb80,1555.0,55.0,16.0,58.0]
sb82;null;sb80;[sb81,1571.0,55.0,40.0,50.0]
sb83;null;sb81;[sb82,1611.0,55.0,47.0,57.0]
sb65;null;sb82;[sb83,1658.0,53.0,22.0,16.0]
sb84;null;sb83;[sb65,812.0,50.0,57.0,56.0]
sb85;null;sb65;[sb84,1680.0,47.0,67.0,22.0]
sb86;null;sb84;[sb85,1747.0,47.0,20.0,25.0]
sb87;null;sb85;[sb86,1767.0,47.0,56.0,37.0]
null;null;sb86;[sb87,0.0,55.0,39.0,44.0]
sb89;sb96;sb79;[sb88,39.0,70.0,37.0,24.0]
sb90;null;sb88;[sb89,76.0,70.0,38.0,27.0]
sb91;null;sb89;[sb90,114.0,64.0,39.0,33.0]
sb92;null;sb90;[sb91,153.0,132.0,56.0,33.0]
sb93;null;sb91;[sb92,209.0,81.0,26.0,16.0]
sb94;null;sb92;[sb93,235.0,97.0,65.0,35.0]
sb6;null;sb93;[sb94,300.0,107.0,41.0,59.0]
sb95;null;sb94;[sb6,266.0,0.0,40.0,18.0]
null;null;sb6;[sb95,341.0,107.0,51.0,19.0]
sb97;null;sb88;[sb96,392.0,120.0,40.0,66.0]
sb98;null;sb96;[sb97,432.0,115.0,17.0,67.0]
sb99;null;sb97;[sb98,449.0,115.0,22.0,62.0]
null;null;sb98;[sb99,471.0,91.0,66.0,49.0]
