sb249;sb257;null;[sb19,604.0,0.0,36.0,23.0]
sb22;null;sb160;[sb255,477.0,196.0,47.0,39.0]
sb254;null;sb255;[sb22,681.0,0.0,35.0,29.0]
sb260;null;sb22;[sb254,453.0,194.0,13.0,24.0]
sb23;null;sb254;[sb260,632.0,178.0,12.0,19.0]
sb264;null;sb260;[sb23,716.0,0.0,17.0,40.0]
null;null;sb23;[sb264,737.0,186.0,45.0,23.0]
sb297;sb282;sb248;[sb265,782.0,186.0,45.0,15.0]
sb246;null;sb265;[sb297,290.0,199.0,31.0,38.0]
sb55;null;sb297;[sb246,208.0,205.0,44.0,23.0]
sb270;null;sb246;[sb55,103.0,45.0,26.0,31.0]
sb71;null;sb55;[sb270,965.0,192.0,23.0,15.0]
sb267;null;sb270;[sb71,628.0,44.0,34.0,32.0]
sb9;null;sb71;[sb267,872.0,154.0,34.0,39.0]
sb268;null;sb267;[sb9,247.0,0.0,25.0,44.0]
sb53;null;sb9;[sb268,906.0,160.0,22.0,25.0]
sb43;null;sb268;[sb53,37.0,26.0,36.0,12.0]
sb156;null;sb53;[sb43,1251.0,0.0,39.0,21.0]
sb232;null;sb43;[sb156,398.0,122.0,28.0,16.0]
sb2;null;sb156;[sb232,1255.0,135.0,42.0,23.0]
sb286;null;sb232;[sb2,54.0,0.0,22.0,26.0]
sb276;null;sb2;[sb286,1386.0,195.0,36.0,41.0]
sb110;null;sb286;[sb276,1130.0,181.0,31.0,14.0]
sb280;null;sb276;[sb110,487.0,87.0,42.0,39.0]
sb116;null;sb110;[sb280,1225.0,212.0,22.0,31.0]
sb150;null;sb280;[sb116,673.0,75.0,19.0,28.0]
null;null;sb116;[sb150,253.0,103.0,23.0,31.0]
sb103;sb200;sb265;[sb282,1286.0,158.0,44.0,30.0]
sb287;null;sb282;[sb103,253.0,69.0,34.0,34.0]
sb234;null;sb103;[sb287,0.0,198.0,42.0,21.0]
sb288;null;sb287;[sb234,1313.0,132.0,33.0,18.0]
sb163;null;sb234;[sb288,42.0,203.0,36.0,28.0]
sb158;null;sb288;[sb163,617.0,120.0,22.0,33.0]
sb194;null;sb163;[sb158,446.0,113.0,13.0,23.0]
sb108;null;sb158;[sb194,115.0,155.0,28.0,13.0]
sb152;null;sb194;[sb108,408.0,84.0,37.0,38.0]
sb271;null;sb108;[sb152,294.0,83.0,16.0,19.0]
sb39;null;sb152;[sb271,988.0,192.0,42.0,24.0]
sb62;null;sb271;[sb39,1138.0,0.0,12.0,13.0]
sb118;null;sb39;[sb62,364.0,48.0,36.0,46.0]
sb169;null;sb62;[sb118,740.0,79.0,44.0,38.0]
sb123;null;sb118;[sb169,801.0,124.0,39.0,24.0]
sb295;null;sb169;[sb123,925.0,55.0,23.0,36.0]
sb170;null;sb123;[sb295,231.0,203.0,43.0,13.0]
sb259;null;sb295;[sb170,825.0,94.0,29.0,45.0]
sb221;null;sb170;[sb259,606.0,178.0,12.0,26.0]
sb157;null;sb259;[sb221,951.0,119.0,13.0,45.0]
null;null;sb221;[sb157,426.0,122.0,20.0,25.0]
null;null;sb282;[sb200,333.0,134.0,43.0,37.0]
