sb67;sb76;null;[sb0,0.0,0.0,43.0,33.0]
sb54;null;sb52;[sb56,0.0,0.0,17.0,63.0]
sb4;null;sb56;[sb54,0.0,0.0,61.0,18.0]
sb83;null;sb54;[sb4,0.0,0.0,29.0,19.0]
sb70;null;sb4;[sb83,0.0,0.0,16.0,22.0]
sb75;null;sb83;[sb70,0.0,0.0,42.0,42.0]
sb93;null;sb70;[sb75,0.0,0.0,19.0,28.0]
sb55;null;sb75;[sb93,0.0,0.0,35.0,65.0]
null;null;sb93;[sb55,0.0,0.0,34.0,56.0]
sb8;sb61;sb89;[sb17,0.0,0.0,66.0,44.0]
sb71;null;sb17;[sb8,0.0,0.0,50.0,62.0]
sb72;null;sb8;[sb71,0.0,0.0,22.0,64.0]
sb95;null;sb71;[sb72,0.0,0.0,61.0,61.0]
sb50;null;sb72;[sb95,0.0,0.0,51.0,19.0]
sb68;null;sb95;[sb50,0.0,0.0,67.0,32.0]
sb41;null;sb50;[sb68,0.0,0.0,52.0,63.0]
sb20;null;sb68;[sb41,0.0,0.0,27.0,55.0]
sb92;null;sb41;[sb20,0.0,0.0,37.0,19.0]
sb15;null;sb20;[sb92,0.0,0.0,26.0,16.0]
sb40;null;sb92;[sb15,0.0,0.0,52.0,59.0]
null;null;sb15;[sb40,0.0,0.0,29.0,26.0]
sb58;sb77;sb17;[sb61,0.0,0.0,23.0,33.0]
sb37;null;sb61;[sb58,0.0,0.0,46.0,34.0]
sb2;null;sb58;[sb37,0.0,0.0,60.0,20.0]
sb21;null;sb37;[sb2,0.0,0.0,53.0,34.0]
sb32;null;sb2;[sb21,0.0,0.0,64.0,50.0]
sb39;null;sb21;[sb32,0.0,0.0,43.0,53.0]
sb43;null;sb32;[sb39,0.0,0.0,52.0,55.0]
sb59;null;sb39;[sb43,0.0,0.0,61.0,46.0]
sb31;null;sb43;[sb59,0.0,0.0,37.0,50.0]
sb5;null;sb59;[sb31,0.0,0.0,34.0,26.0]
sb42;null;sb31;[sb5,0.0,0.0,39.0,49.0]
null;null;sb5;[sb42,0.0,0.0,53.0,62.0]
sb30;sb96;sb61;[sb77,0.0,0.0,66.0,57.0]
sb86;null;sb77;[sb30,0.0,0.0,24.0,26.0]
sb47;null;sb30;[sb86,0.0,0.0,56.0,37.0]
sb81;null;sb86;[sb47,0.0,0.0,65.0,33.0]
sb85;null;sb47;[sb81,0.0,0.0,40.0,50.0]
sb44;null;sb81;[sb85,0.0,0.0,25.0,20.0]
sb88;null;sb85;[sb44,0.0,0.0,65.0,47.0]
sb74;null;sb44;[sb88,0.0,0.0,24.0,37.0]
sb22;null;sb88;[sb74,0.0,0.0,38.0,42.0]
sb82;null;sb74;[sb22,0.0,0.0,34.0,49.0]
sb6;null;sb22;[sb82,0.0,0.0,57.0,47.0]
sb87;null;sb82;[sb6,0.0,0.0,18.0,40.0]
null;null;sb6;[sb87,0.0,0.0,39.0,44.0]
sb97;null;sb77;[sb96,0.0,0.0,66.0,40.0]
sb66;null;sb96;[sb97,0.0,0.0,17.0,67.0]
sb25;null;sb97;[sb66,0.0,0.0,67.0,61.0]
sb23;null;sb66;[sb25,0.0,0.0,39.0,54.0]
sb35;null;sb25;[sb23,0.0,0.0,20.0,49.0]
sb57;null;sb23;[sb35,0.0,0.0,31.0,38.0]
sb51;null;sb35;[sb57,0.0,0.0,47.0,18.0]
sb28;null;sb57;[sb51,0.0,0.0,57.0,38.0]
null;null;sb51;[sb28,0.0,0.0,46.0,39.0]
